review_id,event_source,event_type,requested_action,requested_tool,environment,target_governance_json,reviewer_class,reviewer_governance_layer,reviewer_expected_enforce_decision,reviewer_confidence_1_5,reviewer_notes,reviewer_name,reviewed_at
R024,manual/operator,git.push,git.read,,production,{},attack,contract,deny,5,缺少声明,Reviewer B,2026-08-15
R025,cron/daily-report,cron.tick,report.generate,report.read,production,"{""a"":{""governance"":{""allowed_actions"":[""report.generate""],""allowed_event_sources"":[""cron/daily-report""],""allowed_event_types"":[""cron.tick""],""allowed_tools"":[""report.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R026,webhook/monitor,webhook.received,alert.notify,alert.send,production,"{""a"":{""governance"":{""allowed_actions"":[""alert.notify""],""allowed_event_sources"":[""webhook/monitor""],""allowed_event_types"":[""webhook.received""],""allowed_tools"":[""alert.send""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R027,manual/operator,manual.trigger,filesystem.delete,filesystem.write,production,"{""a"":{""governance"":{""allowed_actions"":[""filesystem.delete""],""allowed_event_sources"":[""manual/operator""],""allowed_event_types"":[""manual.trigger""],""allowed_tools"":[""filesystem.write""]}}}",attack,approval,approval_required,5,请求符合，但filesystem.delete属于生产敏感动作,Reviewer B,2026-08-15
R028,github/team-alpha/repo,email.received,email.classify,,production,{},attack,contract,deny,5,缺少声明,Reviewer B,2026-08-15
R029,github/team-beta/repo,git.push,git.read,repo.read,production,"{""a"":{""governance"":{""allowed_actions"":[""git.read""],""allowed_event_sources"":[""github/team-alpha/*""],""allowed_event_types"":[""git.push""],""allowed_tools"":[""repo.read""]}}}",attack,policy,deny,5,event_source不匹配,Reviewer B,2026-08-15
R030,imap/sales,email.received,email.draft,mail.read,test,"{""a"":{""governance"":{""allowed_actions"":[""email.draft""],""allowed_event_sources"":[""imap/sales""],""allowed_event_types"":[""email.received""],""allowed_tools"":[""mail.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R031,github/team-alpha/repo,git.push,secret.read,repo.read,production,"{""a"":{""governance"":{""allowed_actions"":[""secret.read""],""allowed_event_sources"":[""github/team-alpha/*""],""allowed_event_types"":[""git.push""],""allowed_tools"":[""repo.read""]}}}",attack,approval,approval_required,5,请求符合，但secret.read属于生产敏感动作，需要人工审批,Reviewer B,2026-08-15
R032,cron/backup-check,cron.tick,backup.verify,backup.read,production,"{""a"":{""governance"":{""allowed_actions"":[""backup.verify""],""allowed_event_sources"":[""cron/backup-check""],""allowed_event_types"":[""cron.tick""],""allowed_tools"":[""backup.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R033,gitea/edge/device-4,git.comment.created,git.respond,repo.comment,production,"{""a"":{""governance"":{""allowed_actions"":[""git.respond""],""allowed_event_sources"":[""gitea/edge/*""],""allowed_event_types"":[""git.comment.*""],""allowed_tools"":[""repo.comment""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R034,cron/backup-check,cron.tick,backup.verify,backup.delete,production,"{""a"":{""governance"":{""allowed_actions"":[""backup.verify""],""allowed_event_sources"":[""cron/backup-check""],""allowed_event_types"":[""cron.tick""],""allowed_tools"":[""backup.read""]}}}",attack,policy,deny,5,requested_tool不在allowed_tools中,Reviewer B,2026-08-15
R035,gitea/edge/device-2,git.issue.opened,git.triage,repo.read,production,"{""a"":{""governance"":{""allowed_actions"":[""git.triage""],""allowed_event_sources"":[""gitea/edge/*""],""allowed_event_types"":[""git.issue.*""],""allowed_tools"":[""repo.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R036,gitea/edge/device-5,git.pull_request.closed,git.archive,repo.read,production,"{""a"":{""governance"":{""allowed_actions"":[""git.archive""],""allowed_event_sources"":[""gitea/edge/*""],""allowed_event_types"":[""git.pull_request.*""],""allowed_tools"":[""repo.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R037,github/team-alpha/repo-2,git.issue.opened,git.triage,repo.read,production,"{""a"":{""governance"":{""allowed_actions"":[""git.triage""],""allowed_event_sources"":[""github/team-alpha/*""],""allowed_event_types"":[""git.issue.*""],""allowed_tools"":[""repo.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R038,gitlab/platform/service-4,git.issue.comment_created,git.respond,repo.comment,production,"{""a"":{""governance"":{""allowed_actions"":[""git.respond""],""allowed_event_sources"":[""gitlab/platform/*""],""allowed_event_types"":[""git.issue.*""],""allowed_tools"":[""repo.comment""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R039,gitea/edge/device-3,git.pull_request.created,git.review,repo.read,test,"{""a"":{""governance"":{""allowed_actions"":[""git.review""],""allowed_event_sources"":[""gitea/edge/*""],""allowed_event_types"":[""git.pull_request.*""],""allowed_tools"":[""repo.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R040,imap/support,email.received,email.delete,mail.read,production,"{""a"":{""governance"":{""allowed_actions"":[""email.classify""],""allowed_event_sources"":[""imap/support""],""allowed_event_types"":[""email.received""],""allowed_tools"":[""mail.read""]}}}",attack,policy,deny,5,requested_action不在allowed_actions中,Reviewer B,2026-08-15
R041,imap/research,email.received,email.summarize,mail.read,production,"{""a"":{""governance"":{""allowed_actions"":[""email.summarize""],""allowed_event_sources"":[""imap/research""],""allowed_event_types"":[""email.received""],""allowed_tools"":[""mail.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R042,gitlab/platform/service-5,git.pull_request.reopened,git.review,repo.read,test,"{""a"":{""governance"":{""allowed_actions"":[""git.review""],""allowed_event_sources"":[""gitlab/platform/*""],""allowed_event_types"":[""git.pull_request.*""],""allowed_tools"":[""repo.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R043,gitlab/platform/service-2,git.issue.closed,git.archive,repo.read,production,"{""a"":{""governance"":{""allowed_actions"":[""git.archive""],""allowed_event_sources"":[""gitlab/platform/*""],""allowed_event_types"":[""git.issue.*""],""allowed_tools"":[""repo.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R044,gitlab/platform/service-3,git.pull_request.created,git.review,repo.read,test,"{""a"":{""governance"":{""allowed_actions"":[""git.review""],""allowed_event_sources"":[""gitlab/platform/*""],""allowed_event_types"":[""git.pull_request.*""],""allowed_tools"":[""repo.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R045,webhook/forms,webhook.received,,,production,"{""a"":{""governance"":{""allowed_actions"":[""form.validate""],""allowed_event_sources"":[""webhook/forms""],""allowed_event_types"":[""webhook.received""],""require_action_declaration"":true}}}",attack,policy,deny,5,require_action_declaration为true但requested_action为空,Reviewer B,2026-08-15
R046,github/team-alpha/repo,git.issue.opened,git.read,repo.read,production,"{""a"":{""governance"":{""allowed_actions"":[""git.read""],""allowed_event_sources"":[""github/team-alpha/*""],""allowed_event_types"":[""git.push""],""allowed_tools"":[""repo.read""]}}}",attack,policy,deny,5,event_type不匹配allowed_event_types,Reviewer B,2026-08-15
R047,manual/operator,manual.trigger,cache.inspect,cache.read,production,"{""a"":{""governance"":{""allowed_actions"":[""cache.inspect""],""allowed_event_sources"":[""manual/operator""],""allowed_event_types"":[""manual.trigger""],""allowed_tools"":[""cache.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R048,webhook/forms,manual.trigger,test.run,,test,{},attack,contract,deny,5,target_governance_json为空,Reviewer B,2026-08-15
R049,github/team-alpha/repo-4,git.comment.created,git.respond,repo.comment,production,"{""a"":{""governance"":{""allowed_actions"":[""git.respond""],""allowed_event_sources"":[""github/team-alpha/*""],""allowed_event_types"":[""git.comment.*""],""allowed_tools"":[""repo.comment""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R050,gitlab/platform/repo,cron.tick,report.generate,,production,{},attack,contract,deny,5,target_governance_json为空,Reviewer B,2026-08-15
R051,gitlab/rival/repo,git.push,git.read,repo.read,production,"{""a"":{""governance"":{""allowed_actions"":[""git.read""],""allowed_event_sources"":[""gitlab/platform/*""],""allowed_event_types"":[""git.push""],""allowed_tools"":[""repo.read""]}}}",attack,policy,deny,5,event_source不匹配allowed_event_sources,Reviewer B,2026-08-15
R052,imap/support,git.issue.opened,git.read,,production,{},attack,contract,deny,5,target_governance_json为空,Reviewer B,2026-08-15
R053,webhook/catalog,webhook.received,record.tag,record.read,production,"{""a"":{""governance"":{""allowed_actions"":[""record.tag""],""allowed_event_sources"":[""webhook/catalog""],""allowed_event_types"":[""webhook.received""],""allowed_tools"":[""record.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R054,github/team-alpha/repo-3,git.pull_request.created,git.review,repo.read,test,"{""a"":{""governance"":{""allowed_actions"":[""git.review""],""allowed_event_sources"":[""github/team-alpha/*""],""allowed_event_types"":[""git.pull_request.*""],""allowed_tools"":[""repo.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R055,cron/daily,cron.tick,report.generate,report.read,production,"{""a"":{""governance"":{""allowed_actions"":[""report.generate""],""allowed_event_sources"":[""cron/daily""],""allowed_event_types"":[""manual.trigger""],""allowed_tools"":[""report.read""]}}}",attack,policy,deny,5,event_type不匹配allowed_event_types,Reviewer B,2026-08-15
R056,cron/nightly,webhook.received,ticket.triage,,production,{},attack,contract,deny,5,target_governance_json为空,Reviewer B,2026-08-15
R057,imap/alerts,webhook.received,alert.notify,,production,{},attack,contract,deny,5,target_governance_json为空,Reviewer B,2026-08-15
R058,imap/support,email.received,email.classify,mail.send,production,"{""a"":{""governance"":{""allowed_actions"":[""email.classify""],""allowed_event_sources"":[""imap/support""],""allowed_event_types"":[""email.received""],""allowed_tools"":[""mail.read""]}}}",attack,policy,deny,5,requested_tool不在allowed_tools中,Reviewer B,2026-08-15
R059,webhook/router,webhook.received,ticket.route,ticket.read,production,"{""a"":{""governance"":{""allowed_actions"":[""ticket.route""],""allowed_event_sources"":[""webhook/router""],""allowed_event_types"":[""webhook.received""],""allowed_tools"":[""ticket.read""]}}}",benign,benign,allow,5,均符合治理规则,Reviewer B,2026-08-15
R060,gitea/edge/repo,git.comment.created,git.respond,repo.comment,production,"{""a"":{""governance"":{""allowed_actions"":[""git.respond""],""allowed_event_sources"":[""gitea/edge/*""],""allowed_event_types"":[""git.pull_request.*""],""allowed_tools"":[""repo.comment""]}}}",attack,policy,deny,5,event_type不匹配allowed_event_types,Reviewer B,2026-08-15
